,location,BHK,total_sqft,bath,price,encoded_loc
7011,Raja Rajeshwari Nagar,3,1757.0,3.0,98.0,184
7012,Kudlu,2,1027.0,2.0,44.0,147
7013,Whitefield,3,1626.0,3.0,85.0,224
7014,others,2,1200.0,2.0,54.0,230
7015,Hoodi,3,1559.0,3.0,81.55,97
7016,Amruthahalli,2,1190.0,2.0,50.0,14
7017,KR Puram,2,1200.0,2.0,72.0,115
7018,Harlur,2,1174.0,2.0,74.0,91
7019,Kanakpura Road,2,1140.0,2.0,65.0,127
7020,others,3,1603.0,2.0,125.0,230
7021,Subramanyapura,3,1278.0,3.0,70.0,205
7022,Banashankari Stage III,2,1085.0,2.0,50.0,28
7023,Whitefield,2,1195.0,2.0,61.36,224
7024,others,1,450.0,1.0,30.0,230
7025,Kenchenahalli,2,1165.0,2.0,45.0,134
7026,Kanakpura Road,3,1452.0,3.0,60.0,127
7027,Sarjapur  Road,1,702.0,1.0,52.0,194
7028,Banashankari,2,1020.0,2.0,42.83,26
7029,Devanahalli,2,1340.0,2.0,65.0,65
7030,Marathahalli,2,1125.0,2.0,54.8,161
7031,others,2,1160.0,2.0,40.53,230
7032,Vidyaranyapura,2,1050.0,2.0,50.0,219
7033,JP Nagar,3,1960.0,3.0,138.0,109
7034,others,2,1200.0,3.0,52.0,230
7035,Old Airport Road,4,3496.0,4.0,262.0,176
7036,Electronic City,2,975.0,2.0,32.0,74
7037,Kudlu,3,1700.0,3.0,125.0,147
7038,others,2,1275.0,2.0,69.0,230
7039,Yeshwanthpur,1,650.0,1.0,40.0,229
7040,Kasavanhalli,2,1495.0,2.0,110.0,130
7041,Hebbal,2,1200.0,2.0,48.0,92
7042,Hennur Road,3,1679.0,3.0,94.86,96
7043,Kaval Byrasandra,3,1450.0,3.0,75.0,133
7044,Balagere,2,1210.0,2.0,82.0,25
7045,others,3,1300.0,2.0,51.0,230
7046,Judicial Layout,2,1165.0,2.0,49.61,114
7047,Channasandra,2,1115.0,2.0,35.8,56
7048,BTM Layout,1,450.0,1.0,20.0,23
7049,Electronics City Phase 1,2,1170.0,2.0,62.0,76
7050,Marathahalli,3,1700.0,3.0,126.0,161
7051,Malleshpalya,2,1245.0,2.0,55.0,159
7052,Kanakapura,2,1017.0,2.0,66.0,126
7053,Sarjapur  Road,2,1242.0,2.0,75.0,194
7054,Yelahanka,3,1792.0,3.0,104.0,226
7055,others,3,1275.0,3.0,55.0,230
7056,Electronic City,1,605.0,1.0,22.0,74
7057,Electronics City Phase 1,3,1450.0,3.0,79.0,76
7058,Bommenahalli,3,1232.0,3.0,96.0,50
7059,Laggere,5,1800.0,5.0,70.0,152
7060,others,1,900.0,1.0,52.3,230
7061,Kaggadasapura,2,1200.0,2.0,40.0,118
7062,Uttarahalli,2,1065.0,2.0,42.6,216
7063,others,2,1075.0,2.0,48.38,230
7064,others,2,780.0,2.0,31.0,230
7065,Ramagondanahalli,3,1910.0,3.0,150.0,187
7066,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0,184
7067,Bhoganhalli,4,2439.0,5.0,170.0,43
7068,others,2,1088.0,2.0,43.5,230
7069,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8,184
7070,Kaggadasapura,2,1045.0,2.0,55.0,118
7071,Yelahanka,2,1304.0,2.0,69.97,226
7072,Whitefield,2,1100.0,2.0,65.0,224
7073,Hennur Road,3,1482.0,2.0,68.9,96
7074,Devanahalli,3,2125.0,3.0,107.0,65
7075,others,2,1194.0,2.0,45.0,230
7076,Kengeri,2,1200.0,2.0,42.0,135
7077,others,2,1070.0,2.0,32.99,230
7078,Whitefield,2,1100.0,2.0,46.5,224
7079,Whitefield,3,1270.0,2.0,65.0,224
7080,others,2,1000.0,2.0,31.0,230
7081,Vittasandra,2,1246.0,2.0,69.0,223
7082,Raja Rajeshwari Nagar,3,1529.0,3.0,51.77,184
7083,Thanisandra,2,1185.0,2.0,42.0,209
7084,Gubbalala,2,1060.0,2.0,46.0,84
7085,Kaikondrahalli,2,991.0,2.0,64.0,120
7086,Thanisandra,1,662.0,1.0,38.0,209
7087,others,3,1400.0,2.0,78.0,230
7088,Talaghattapura,3,1575.0,3.0,80.0,208
7089,Ananth Nagar,3,1319.0,3.0,42.0,16
7090,Electronics City Phase 1,2,940.0,2.0,48.0,76
7091,Bharathi Nagar,2,1349.0,2.0,56.7,42
7092,HSR Layout,3,1844.0,3.0,95.0,89
7093,Sarjapur  Road,3,2275.0,4.0,185.0,194
7094,Varthur Road,2,1140.0,2.0,49.11,218
7095,Banashankari,3,1372.0,2.0,48.02,26
7096,others,3,1455.0,2.0,45.0,230
7097,Hebbal,2,1100.0,2.0,38.0,92
7098,others,3,1475.0,3.0,80.0,230
7099,Kudlu Gate,3,1850.0,3.0,120.0,148
7100,Marathahalli,3,1315.0,2.0,60.0,161
7101,others,3,1721.0,3.0,93.0,230
7102,Sonnenahalli,2,1059.0,2.0,62.0,204
7103,Kadubeesanahalli,2,1184.0,2.0,55.0,116
7104,others,3,1480.0,3.0,75.0,230
7105,Kodigehalli,2,635.0,1.0,28.0,140
7106,JP Nagar,4,1500.0,2.0,87.0,109
7107,Hosa Road,2,1143.0,2.0,34.2,101
7108,Kanakpura Road,4,3170.0,4.0,250.0,127
7109,Kothannur,3,1485.0,2.0,59.4,145
7110,Hennur,3,1655.0,2.0,70.5,95
7111,others,2,900.0,2.0,41.0,230
7112,others,2,1163.0,2.0,68.0,230
7113,Hennur Road,3,1654.0,3.0,97.8,96
7114,others,1,801.0,1.0,33.645,230
7115,Bellandur,3,1685.0,3.0,101.0,40
7116,Banashankari,3,1540.0,3.0,80.0,26
7117,Thanisandra,2,1265.0,2.0,72.0,209
7118,Kasavanhalli,3,1200.0,2.0,38.4,130
7119,others,3,1300.0,2.0,80.0,230
7120,Sultan Palaya,2,1009.0,2.0,65.0,206
7121,others,3,1540.0,3.0,65.0,230
7122,Bellandur,3,1735.0,3.0,105.0,40
7123,Electronic City,2,1142.0,2.0,35.0,74
7124,others,3,1215.0,2.0,46.8,230
7125,Electronic City,2,1070.0,2.0,48.0,74
7126,Bommasandra Industrial Area,2,1125.0,2.0,32.49,49
7127,Kasavanhalli,2,1575.0,2.0,85.0,130
7128,Hosa Road,2,1360.0,2.0,77.61,101
7129,Haralur Road,3,1710.0,3.0,85.0,90
7130,Electronic City Phase II,2,1200.0,2.0,34.65,75
7131,Bannerghatta Road,4,2185.0,3.0,120.0,34
7132,others,4,2400.0,4.0,135.0,230
7133,Banashankari,2,1195.0,2.0,35.84,26
7134,Bannerghatta Road,2,1012.0,2.0,45.0,34
7135,others,2,998.0,2.0,65.0,230
7136,7th Phase JP Nagar,2,1130.0,2.0,85.0,6
7137,Karuna Nagar,3,1354.0,2.0,98.0,129
7138,Brookefield,2,1389.0,2.0,94.0,51
7139,Sarjapur,4,2970.0,3.0,130.0,193
7140,Kaggadasapura,3,1495.0,3.0,60.0,118
7141,Varthur,2,1738.0,2.0,57.35,217
7142,Dodda Nekkundi,2,1315.0,2.0,50.0,67
7143,Marathahalli,2,1270.0,2.0,73.0,161
7144,Electronic City Phase II,2,1160.0,2.0,52.2,75
7145,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0,184
7146,Rayasandra,1,470.0,1.0,21.0,189
7147,others,2,1040.0,2.0,78.0,230
7148,others,3,1215.0,2.0,50.0,230
7149,Whitefield,2,1135.0,2.0,58.0,224
7150,8th Phase JP Nagar,3,1224.0,2.0,48.95,7
7151,Budigere,1,664.0,1.0,34.0,52
7152,Electronic City,3,1160.0,2.0,42.0,74
7153,Bommasandra Industrial Area,3,1220.0,2.0,35.2,49
7154,Bharathi Nagar,2,1328.0,2.0,69.0,42
7155,others,2,975.0,2.0,45.0,230
7156,Malleshwaram,2,900.0,2.0,72.0,160
7157,others,2,1330.0,2.0,80.0,230
7158,Rajiv Nagar,4,2330.0,5.0,175.0,186
7159,Munnekollal,3,1222.0,3.0,95.0,164
7160,Sarjapur  Road,3,2100.0,3.0,135.0,194
7161,others,3,1320.0,2.0,95.0,230
7162,others,5,8000.0,5.0,550.0,230
7163,Hosur Road,4,2000.0,4.0,130.0,104
7164,Electronic City Phase II,2,1244.0,2.0,55.0,75
7165,others,2,1000.0,2.0,50.0,230
7166,others,3,1400.0,3.0,45.0,230
7167,others,2,1000.0,2.0,35.0,230
7168,Hebbal,4,2630.0,5.0,188.0,92
7169,others,2,1225.0,2.0,48.0,230
7170,Seegehalli,3,1683.0,3.0,80.0,198
7171,Yelahanka,2,1250.0,2.0,54.0,226
7172,Kaggalipura,3,1150.0,2.0,57.5,119
7173,Kaggadasapura,3,1654.0,3.0,70.0,118
7174,others,4,4500.0,3.0,225.0,230
7175,Kasavanhalli,2,1069.0,2.0,55.0,130
7176,Hormavu,3,2400.0,3.0,177.0,100
7177,7th Phase JP Nagar,3,1680.0,3.0,130.0,6
7178,others,4,2200.0,2.0,150.0,230
7179,Thanisandra,3,1595.0,3.0,105.0,209
7180,Hennur Road,3,1480.0,3.0,100.0,96
7181,Banashankari,3,1683.0,3.0,115.0,26
7182,Banaswadi,2,1340.0,2.0,73.0,31
7183,others,3,1100.0,3.0,53.0,230
7184,Whitefield,2,1185.0,2.0,56.0,224
7185,Haralur Road,3,1730.0,3.0,95.0,90
7186,Hennur Road,3,1450.0,3.0,88.6,96
7187,Sarjapur  Road,3,1862.0,4.0,110.0,194
7188,Old Madras Road,3,2430.0,5.0,180.0,177
7189,Hoodi,1,863.0,1.0,40.55,97
7190,others,2,1170.0,2.0,50.0,230
7191,others,2,1075.0,2.0,50.0,230
7192,Kodichikkanahalli,2,1060.0,2.0,34.0,138
7193,Sarjapur,2,850.0,2.0,32.0,193
7194,others,2,935.0,2.0,45.9,230
7195,Gollarapalya Hosahalli,4,1905.0,3.0,86.0,81
7196,Chikkabanavar,4,1500.0,4.0,105.0,58
7197,Bannerghatta Road,3,1725.0,3.0,85.0,34
7198,others,2,1120.0,2.0,36.0,230
7199,Brookefield,3,1750.0,2.0,75.0,51
7200,7th Phase JP Nagar,3,2000.0,3.0,77.0,6
7201,Koramangala,3,1745.0,3.0,98.0,144
7202,Uttarahalli,3,1270.0,2.0,55.25,216
7203,Iblur Village,5,5384.0,5.0,420.0,107
7204,Sahakara Nagar,2,1180.0,2.0,72.0,190
7205,others,2,1130.0,2.0,75.0,230
7206,Ardendale,3,1723.0,3.0,95.0,19
7207,Mysore Road,2,1175.0,2.0,70.5,166
7208,Ambalipura,3,1607.0,2.0,112.0,12
7209,others,2,1334.0,2.0,62.0,230
7210,Vishwapriya Layout,5,2800.0,5.0,130.0,222
7211,Bannerghatta,2,1113.0,2.0,70.0,33
7212,9th Phase JP Nagar,3,1300.0,2.0,58.0,8
7213,Sahakara Nagar,2,1200.0,2.0,60.0,190
7214,Whitefield,4,2956.0,5.0,234.0,224
7215,Panathur,2,1398.0,2.0,97.0,180
7216,Margondanahalli,2,1152.0,1.0,66.0,162
7217,Nagavara,2,1110.0,2.0,44.95,171
7218,Devarachikkanahalli,2,1116.0,2.0,47.0,66
7219,Babusapalaya,2,1061.0,2.0,33.84,24
7220,Yelahanka,2,1270.0,2.0,57.0,226
7221,others,2,966.0,2.0,50.0,230
7222,Iblur Village,4,3596.0,5.0,297.0,107
7223,others,3,1630.0,3.0,131.0,230
7224,Amruthahalli,2,1202.0,2.0,65.0,14
7225,Jakkur,2,1300.0,2.0,80.0,110
7226,Electronic City,3,1360.0,2.0,70.0,74
7227,Hennur Road,2,1155.0,2.0,69.18,96
7228,Hulimavu,2,1011.0,2.0,38.0,105
7229,HSR Layout,2,1203.0,2.0,72.0,89
7230,Hebbal,3,1645.0,3.0,113.0,92
7231,Horamavu Agara,3,1364.0,2.0,50.0,98
7232,others,1,1050.0,2.0,41.0,230
7233,Kothanur,3,1365.0,3.0,66.0,146
7234,Jigani,3,1252.0,3.0,70.0,113
7235,Panathur,2,1065.0,2.0,58.0,180
7236,Sahakara Nagar,2,1032.0,2.0,45.0,190
7237,Sector 2 HSR Layout,3,1515.0,2.0,69.0,196
7238,others,2,1427.0,2.0,52.0,230
7239,Magadi Road,2,940.0,2.0,50.0,155
7240,Bannerghatta Road,3,1460.0,2.0,80.0,34
7241,Sarjapur  Road,3,2275.0,4.0,175.0,194
7242,9th Phase JP Nagar,3,1522.0,3.0,90.0,8
7243,Thanisandra,2,1185.0,2.0,42.67,209
7244,Banashankari,3,1800.0,3.0,125.0,26
7245,Electronics City Phase 1,2,940.0,2.0,44.0,76
7246,Marathahalli,3,1530.0,3.0,71.0,161
7247,others,2,1050.0,2.0,48.0,230
7248,Subramanyapura,2,929.0,2.0,49.0,205
7249,Banjara Layout,4,3750.0,5.0,145.0,32
7250,Whitefield,3,1530.0,3.0,75.0,224
7251,others,2,900.0,2.0,48.0,230
7252,others,2,978.0,2.0,34.22,230
7253,Ambalipura,1,770.0,1.0,43.82,12
7254,Kaval Byrasandra,2,1066.0,2.0,55.0,133
7255,Whitefield,2,1015.0,2.0,45.0,224
7256,Hebbal,2,1175.0,2.0,54.05,92
7257,Vidyaranyapura,2,1188.0,2.0,50.0,219
7258,others,1,620.0,1.0,25.0,230
7259,others,2,1210.0,2.0,75.0,230
7260,Rajaji Nagar,3,1500.0,2.0,99.0,185
7261,Thanisandra,2,1185.0,2.0,43.66,209
7262,Basavangudi,3,1600.0,3.0,130.0,35
7263,Yelahanka,2,1300.0,2.0,69.23,226
7264,Kasavanhalli,2,1100.0,2.0,68.0,130
7265,Ambalipura,2,860.0,2.0,28.93,12
7266,Panathur,2,1007.0,2.0,64.0,180
7267,Akshaya Nagar,2,1100.0,2.0,48.0,11
7268,Whitefield,2,1187.0,2.0,38.0,224
7269,R.T. Nagar,2,1150.0,2.0,72.0,182
7270,others,2,1180.0,2.0,41.94,230
7271,Budigere,3,1820.0,3.0,85.2,52
7272,KR Puram,4,3628.0,4.0,246.0,115
7273,others,3,1430.0,3.0,70.0,230
7274,others,2,1200.0,1.0,70.0,230
7275,Old Madras Road,2,1165.0,2.0,40.77,177
7276,Jalahalli,3,1569.0,3.0,118.0,111
7277,others,3,1950.0,4.0,95.0,230
7278,others,2,1200.0,3.0,70.0,230
7279,Yelahanka New Town,3,2437.0,3.0,125.0,227
7280,Marathahalli,2,950.0,2.0,46.7,161
7281,Bellandur,3,1685.0,3.0,115.0,40
7282,Green Glen Layout,4,3270.0,4.0,205.0,83
7283,Sarjapur  Road,2,1314.0,2.0,110.0,194
7284,others,3,1250.0,3.0,40.0,230
7285,others,2,1130.0,2.0,68.0,230
7286,Whitefield,3,2247.0,3.0,145.0,224
7287,Marathahalli,3,1550.0,3.0,85.0,161
7288,Hoodi,3,1715.0,2.0,100.0,97
7289,Hennur Road,2,1053.0,2.0,53.0,96
7290,Begur Road,3,1200.0,3.0,50.0,39
7291,Chikkabanavar,5,2400.0,4.0,97.0,58
7292,others,2,1245.0,1.0,60.0,230
7293,Whitefield,4,3940.0,5.0,265.0,224
7294,Thanisandra,3,1241.0,2.0,65.0,209
7295,others,3,1390.0,2.0,50.0,230
7296,Kanakpura Road,3,1100.0,2.0,52.97,127
7297,Koramangala,2,1350.0,2.0,103.0,144
7298,others,2,800.0,2.0,55.0,230
7299,Sarjapur  Road,3,1787.0,3.0,116.0,194
7300,Sarjapur  Road,3,1691.0,3.0,93.01,194
7301,Chikka Tirupathi,3,2325.0,3.0,95.0,57
7302,Akshaya Nagar,3,1896.0,3.0,102.0,11
7303,Banashankari Stage V,3,1540.0,3.0,48.51,29
7304,others,2,1244.0,2.0,95.0,230
7305,Hormavu,3,1365.0,2.0,65.0,100
7306,Thanisandra,1,580.0,1.0,27.5,209
7307,8th Phase JP Nagar,2,1513.0,2.0,62.0,7
7308,Banashankari,2,1175.0,2.0,41.13,26
7309,Thanisandra,3,2087.0,4.0,139.0,209
7310,Talaghattapura,3,2273.0,3.0,145.0,208
7311,Thanisandra,3,2050.0,3.0,150.0,209
7312,others,2,1200.0,2.0,75.0,230
7313,Whitefield,2,1190.0,2.0,59.0,224
7314,Thigalarapalya,3,1830.0,3.0,133.0,210
7315,Sarjapur  Road,2,1028.0,2.0,56.0,194
7316,Whitefield,2,1160.0,2.0,67.0,224
7317,Mahadevpura,3,1505.0,3.0,78.0,156
7318,Sarjapur,2,1175.0,2.0,41.68,193
7319,others,2,1100.0,2.0,57.6,230
7320,Devanahalli,2,1230.0,2.0,56.45,65
7321,others,5,3100.0,6.0,165.0,230
7322,Old Madras Road,5,5020.0,7.0,287.0,177
7323,others,2,1340.0,2.0,71.0,230
7324,Banashankari,3,1750.0,2.0,89.0,26
7325,Banashankari Stage II,2,1400.0,2.0,100.0,27
7326,Nagarbhavi,3,1350.0,3.0,60.0,169
7327,others,3,1675.0,3.0,62.0,230
7328,Thanisandra,2,1340.0,2.0,66.33,209
7329,Hulimavu,2,1276.0,2.0,76.0,105
7330,Ramagondanahalli,3,1738.0,2.0,76.0,187
7331,others,2,1190.0,2.0,59.9,230
7332,Electronic City,2,1128.0,2.0,65.45,74
7333,others,2,1250.0,2.0,55.0,230
7334,others,2,1450.0,2.0,90.0,230
7335,Kudlu,2,1084.0,2.0,53.0,147
7336,Kaggadasapura,4,2150.0,4.0,90.0,118
7337,Hosur Road,2,1250.0,2.0,65.0,104
7338,Begur,3,1304.0,3.0,65.0,38
7339,7th Phase JP Nagar,2,980.0,2.0,77.44,6
7340,others,2,1275.0,2.0,49.5,230
7341,Banjara Layout,3,2500.0,4.0,140.0,32
7342,others,4,3600.0,4.0,225.0,230
7343,Anekal,3,2400.0,4.0,95.0,17
7344,Kanakpura Road,3,1450.0,2.0,70.18,127
7345,Electronic City,2,890.0,2.0,40.0,74
7346,Bannerghatta Road,2,1340.0,2.0,85.0,34
7347,Vidyaranyapura,3,1100.0,2.0,75.0,219
7348,Kengeri,2,750.0,2.0,40.0,135
7349,Akshaya Nagar,2,1300.0,2.0,66.0,11
7350,others,3,1900.0,2.0,92.0,230
7351,Kanakpura Road,2,1299.0,2.0,105.0,127
7352,others,3,1250.0,3.0,40.0,230
7353,others,2,925.0,2.0,55.0,230
7354,others,3,3900.0,3.0,250.0,230
7355,Uttarahalli,2,1107.0,2.0,45.0,216
7356,Electronics City Phase 1,2,1300.0,2.0,67.0,76
7357,others,3,1715.0,3.0,95.0,230
7358,Uttarahalli,2,1200.0,2.0,55.0,216
7359,Marathahalli,2,1144.0,2.0,65.0,161
7360,Kanakpura Road,1,525.0,1.0,26.01,127
7361,others,3,1400.0,2.0,56.0,230
7362,Balagere,1,661.0,1.0,33.0,25
7363,Yelahanka,3,1705.0,3.0,91.0,226
7364,Kadugodi,3,1430.0,2.0,55.0,117
7365,Marathahalli,2,1240.0,2.0,55.0,161
7366,Uttarahalli,3,1330.0,2.0,46.45,216
7367,Banashankari Stage III,3,1500.0,2.0,100.0,28
7368,Cox Town,2,1073.0,2.0,72.0,62
7369,Kudlu,2,1300.0,2.0,56.0,147
7370,Whitefield,2,1216.0,2.0,66.88,224
7371,Jigani,3,1252.0,3.0,59.0,113
7372,Hormavu,2,1196.0,2.0,44.8,100
7373,others,3,1270.0,2.0,57.15,230
7374,Mico Layout,2,1171.0,2.0,39.0,163
7375,Kothannur,3,1215.0,2.0,48.6,145
7376,others,1,600.0,1.0,20.0,230
7377,Whitefield,2,1180.0,2.0,77.0,224
7378,Electronic City Phase II,2,1160.0,2.0,33.51,75
7379,Whitefield,3,2140.0,3.0,139.0,224
7380,Yeshwanthpur,3,1500.0,3.0,100.0,229
7381,Banaswadi,2,1008.0,2.0,52.0,31
7382,Ambedkar Nagar,3,1921.0,4.0,129.0,13
7383,Rajaji Nagar,3,1621.0,3.0,124.0,185
7384,others,3,1030.0,2.0,77.25,230
7385,Whitefield,2,1314.0,2.0,84.0,224
7386,JP Nagar,3,1590.0,2.0,85.0,109
7387,Shivaji Nagar,2,703.0,2.0,49.5,200
7388,Hosakerehalli,3,1795.0,3.0,64.62,102
7389,Gottigere,4,3000.0,3.0,132.0,82
7390,Electronic City,2,825.0,2.0,35.0,74
7391,others,3,1254.0,2.0,70.0,230
7392,Ramagondanahalli,3,2040.0,3.0,114.0,187
7393,others,3,1820.0,3.0,79.5,230
7394,Horamavu Agara,3,1623.0,3.0,89.0,98
7395,Electronic City,2,1200.0,2.0,40.5,74
7396,Gottigere,3,1613.0,3.0,72.0,82
7397,others,2,1293.0,2.0,80.0,230
7398,Kudlu Gate,2,940.0,2.0,69.57,148
7399,Sarjapur  Road,3,1181.0,2.0,65.0,194
7400,Marathahalli,1,1100.0,2.0,75.0,161
7401,others,2,1050.0,2.0,36.0,230
7402,Subramanyapura,3,1260.0,2.0,75.0,205
7403,others,3,1500.0,3.0,56.0,230
7404,others,2,1000.0,2.0,66.0,230
7405,Whitefield,3,1530.0,3.0,73.0,224
7406,others,3,1864.0,3.0,115.0,230
7407,Sarjapur,3,1575.0,3.0,55.0,193
7408,Raja Rajeshwari Nagar,2,945.0,2.0,45.0,184
7409,Sarjapur  Road,3,1691.0,3.0,100.0,194
7410,Electronic City Phase II,3,1220.0,3.0,35.25,75
7411,Kengeri,1,600.0,1.0,35.0,135
7412,Whitefield,2,1160.0,2.0,39.0,224
7413,others,3,1950.0,2.0,89.5,230
7414,others,4,2400.0,4.0,150.0,230
7415,Abbigere,2,795.0,1.0,32.6,10
7416,Kalyan nagar,3,2285.0,4.0,165.0,122
7417,others,2,1263.0,2.0,51.5,230
7418,Hennur,3,1345.0,2.0,69.0,95
7419,others,5,4400.0,5.0,240.0,230
7420,Electronic City,3,1360.0,2.0,58.0,74
7421,Sarjapur  Road,2,1026.0,2.0,60.55,194
7422,others,2,1050.0,2.0,38.0,230
7423,Uttarahalli,3,1460.0,3.0,76.0,216
7424,others,3,1525.0,2.0,91.48,230
7425,Koramangala,3,1642.0,2.0,115.0,144
7426,others,2,975.0,2.0,60.0,230
7427,Bisuvanahalli,3,1075.0,2.0,44.0,46
7428,Panathur,2,1210.0,2.0,77.93,180
7429,others,3,2000.0,3.0,100.0,230
7430,Akshaya Nagar,2,1225.0,2.0,68.0,11
7431,Jakkur,2,1290.0,2.0,80.04,110
7432,others,2,1220.0,2.0,56.0,230
7433,others,1,1500.0,2.0,85.0,230
7434,Kaggadasapura,2,1361.0,2.0,79.0,118
7435,1st Phase JP Nagar,2,1394.0,2.0,85.0,1
7436,Yelahanka,2,870.0,2.0,27.0,226
7437,others,4,5000.0,5.0,300.0,230
7438,Rajaji Nagar,2,1222.0,2.0,98.0,185
7439,Bellandur,3,1846.0,3.0,135.0,40
7440,Yeshwanthpur,2,1167.0,2.0,64.08,229
7441,Kannamangala,4,2422.0,4.0,135.0,128
7442,others,2,1000.0,2.0,50.0,230
7443,Kundalahalli,2,1260.0,2.0,58.0,150
7444,Jigani,2,939.0,2.0,39.0,113
7445,Jalahalli,1,600.0,1.0,37.0,111
7446,8th Phase JP Nagar,2,1298.0,2.0,59.0,7
7447,Marathahalli,3,1710.0,3.0,135.0,161
7448,Subramanyapura,2,1000.0,2.0,45.0,205
7449,Ramagondanahalli,3,3350.0,3.0,150.0,187
7450,others,2,1100.0,2.0,68.0,230
7451,Jalahalli,1,615.0,1.0,46.0,111
7452,Sarjapur  Road,2,1350.0,2.0,85.0,194
7453,Sultan Palaya,4,5000.0,5.0,325.0,206
7454,Hegde Nagar,3,1718.0,3.0,130.0,94
7455,7th Phase JP Nagar,3,1680.0,3.0,112.0,6
7456,Hulimavu,2,1500.0,2.0,90.0,105
7457,Sarjapur  Road,3,1157.0,2.0,72.0,194
7458,Akshaya Nagar,2,1179.0,2.0,51.0,11
7459,Hulimavu,2,1315.0,2.0,60.48,105
7460,Jalahalli East,2,1010.0,2.0,52.0,112
7461,Electronic City,1,630.0,1.0,46.0,74
7462,Kaval Byrasandra,2,1025.0,2.0,60.0,133
7463,Hennur Road,2,1195.0,2.0,59.0,96
7464,Whitefield,2,1012.0,2.0,58.0,224
7465,Hegde Nagar,3,1884.0,4.0,118.0,94
7466,Sarjapura - Attibele Road,2,1090.0,2.0,37.0,195
7467,Harlur,3,1710.0,3.0,85.0,91
7468,Uttarahalli,3,1500.0,3.0,68.0,216
7469,Kodichikkanahalli,3,1310.0,2.0,53.0,138
7470,Dommasandra,2,674.0,1.0,19.9,72
7471,Hoodi,3,1350.0,3.0,70.0,97
7472,others,3,1464.0,2.0,115.0,230
7473,Electronic City,3,1400.0,2.0,40.45,74
7474,Electronic City Phase II,3,1625.0,2.0,48.75,75
7475,Electronic City,2,1065.0,2.0,30.76,74
7476,others,3,1385.0,3.0,90.0,230
7477,CV Raman Nagar,2,1040.0,2.0,50.0,53
7478,Haralur Road,3,1817.0,3.0,110.0,90
7479,others,2,1205.0,2.0,47.0,230
7480,others,2,1070.0,2.0,33.43,230
7481,others,2,1070.0,2.0,52.0,230
7482,Amruthahalli,2,1340.0,2.0,75.0,14
7483,Kalena Agrahara,2,980.0,2.0,35.0,121
7484,8th Phase JP Nagar,2,1006.0,2.0,44.0,7
7485,Thanisandra,2,1098.0,2.0,71.0,209
7486,Mico Layout,2,1200.0,2.0,53.5,163
7487,Thigalarapalya,4,4190.0,4.0,325.0,210
7488,Sarjapur  Road,2,1019.0,2.0,62.0,194
7489,Whitefield,2,1150.0,2.0,40.21,224
7490,Anekal,3,1733.5,3.0,120.0,17
7491,others,3,1750.0,3.0,58.0,230
7492,others,3,1537.0,3.0,81.0,230
7493,others,2,1050.0,2.0,45.0,230
7494,Kanakpura Road,3,1452.0,3.0,55.6,127
7495,Domlur,2,1246.0,2.0,95.0,71
7496,Yelahanka,3,1890.0,4.0,85.0,226
7497,Electronic City Phase II,2,972.0,2.0,40.0,75
7498,Electronic City,1,630.0,1.0,33.7,74
7499,others,3,1255.0,2.0,60.0,230
7500,Doddaballapur,3,2440.0,3.0,142.0,68
7501,Kanakpura Road,3,1938.0,3.0,92.69,127
7502,Bannerghatta Road,3,1711.0,3.0,125.0,34
7503,CV Raman Nagar,2,1392.0,2.0,95.0,53
7504,Haralur Road,2,1225.0,2.0,77.0,90
7505,Sarjapur  Road,4,3418.0,3.0,235.0,194
7506,Green Glen Layout,3,1750.0,3.0,120.0,83
7507,Subramanyapura,3,1260.0,2.0,80.0,205
7508,Sarjapur  Road,1,691.0,1.0,31.1,194
7509,Haralur Road,2,1285.0,2.0,78.0,90
7510,Hebbal,3,1590.0,3.0,96.0,92
7511,9th Phase JP Nagar,3,1571.0,3.0,65.0,8
7512,Hebbal Kempapura,5,2800.0,5.0,220.0,93
7513,Garudachar Palya,2,1060.0,2.0,48.66,79
7514,others,3,2400.0,2.0,185.0,230
7515,Bannerghatta Road,3,1520.0,2.0,81.0,34
7516,Kanakpura Road,3,1530.0,2.0,70.99,127
7517,others,2,1170.0,2.0,45.51,230
7518,OMBR Layout,3,1580.0,3.0,75.0,175
7519,Ardendale,3,1777.26,3.0,89.0,19
7520,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78,184
7521,Kodichikkanahalli,2,1680.0,2.0,59.0,138
7522,Whitefield,3,1495.0,2.0,70.0,224
7523,Yelahanka,3,1835.0,3.0,108.0,226
7524,others,2,1080.0,2.0,38.0,230
7525,Electronic City,2,1025.0,2.0,29.61,74
7526,Haralur Road,2,1225.0,2.0,67.48,90
7527,Balagere,1,656.0,1.0,34.77,25
7528,Sarjapur  Road,2,994.0,2.0,45.0,194
7529,others,2,1025.0,2.0,65.0,230
7530,Marathahalli,2,1156.0,2.0,52.0,161
7531,JP Nagar,2,1250.0,2.0,60.0,109
7532,Kundalahalli,4,3092.0,4.0,230.0,150
7533,Hegde Nagar,3,1930.0,4.0,122.0,94
7534,others,2,1020.0,2.0,70.0,230
7535,Kumaraswami Layout,3,1310.0,2.0,70.0,149
7536,Jalahalli,1,612.5,1.0,27.565,111
